GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj
NEDD9	0.782420335	1.305099222	0.1	0.167	1
ST3GAL3	0.782420335	1.035266287	0.1	0.167	1
OCA2	0.782420335	0.881784408	0.1	0.167	1
SLC30A5	0.782420335	0.506853523	0.1	0.167	1
VPS52	0.782420335	0.488465652	0.1	0.167	1
LTA4H	0.782420335	0.440729873	0.1	0.167	1
DDX26B	0.782420335	0.423953048	0.1	0.167	1
DPPA3	0.782420335	0.337171714	0.1	0.167	1
GDI1	0.782420335	0.258140695	0.1	0.167	1
WHSC1L1	0.786976493	-0.641287674	0.7	0.583	1
FAM129A	0.788912649	0.870231984	0.4	0.333	1
USP16	0.788912649	0.466313006	0.4	0.333	1
SOS1	0.788912649	-0.258132409	0.4	0.333	1
LINC00998	0.788912649	-0.332162614	0.4	0.333	1
SCP2	0.795696617	0.499049531	0.4	0.417	1
CAPN2	0.795696617	-4.186949431	0.5	0.333	1
IPO11	0.801016977	1.423482187	0.3	0.25	1
FAM126A	0.801016977	1.280523636	0.3	0.25	1
MTR	0.801016977	0.325883261	0.3	0.25	1
TRIM33	0.801016977	-0.291496372	0.3	0.25	1
CENPK	0.801016977	-0.499259927	0.3	0.25	1
FAM127C	0.801016977	-0.557160128	0.3	0.25	1
FAIM3	0.801016977	-0.870352928	0.3	0.25	1
ARRDC3	0.801018799	-0.637782827	0.4	0.5	1
BIN2	0.80521146	-0.454724435	0.6	0.417	1
TLR9	0.80521146	-0.608031207	0.6	0.417	1
C11H3ORF37	0.806486087	1.853367031	0.2	0.167	1
IKBKB	0.806486087	1.353433424	0.2	0.167	1
LYPLA1	0.806486087	1.077806665	0.2	0.167	1
FAM120B	0.806486087	0.663387742	0.2	0.167	1
NISCH	0.806486087	0.577074555	0.2	0.167	1
SLC35D1	0.806486087	0.470932203	0.2	0.167	1
SENP2	0.806486087	0.467438858	0.2	0.167	1
SNORD81	0.806486087	0.454977785	0.2	0.167	1
CD8B	0.806486087	0.432716762	0.2	0.167	1
CYB561D2	0.806486087	0.419843931	0.2	0.167	1
UBE3B	0.806486087	0.402962623	0.2	0.167	1
ETFDH	0.806486087	0.376468771	0.2	0.167	1
TRIM26	0.806486087	0.289867577	0.2	0.167	1
CLEC2D	0.808510006	-0.257995136	0.6	0.5	1
ELMO1	0.808510006	-0.418805854	0.6	0.5	1
CAPZA2	0.808510006	-0.715413904	0.6	0.5	1
MAN2A1	0.811087672	0.446050885	0.6	0.583	1
SSR1	0.811087672	-0.341650218	0.7	0.5	1
STK38	0.811087672	-0.805653954	0.7	0.5	1
HNRPDL	0.813076511	-0.250844586	0.6	0.667	1
PTPRC	0.817280439	0.274710254	0.9	0.833	1
X14.Jun	0.817432618	0.369057254	1	0.833	1
RPL37	0.817432618	-0.300937532	1	0.833	1
PPA2	0.818498397	0.410388334	0.3	0.417	1
NOP16	0.822381402	0.561674384	0.2	0.25	1
PARP2	0.822381402	0.423802323	0.2	0.25	1
JAZF1	0.822381402	0.390979495	0.2	0.25	1
PDCD6IP	0.822381402	0.262085292	0.2	0.25	1
SRM	0.822381402	-0.324221834	0.2	0.25	1
C4H6ORF89	0.822381402	-0.332125669	0.2	0.25	1
LRRC16A	0.822381402	-0.386990302	0.2	0.25	1
ATP8B2	0.822381402	-0.504993742	0.2	0.25	1
CRIPT	0.822381402	-0.881293101	0.2	0.25	1
ING2	0.822381402	-2.667766454	0.2	0.25	1
PTCD3	0.828968502	-0.784604671	0.5	0.417	1
TMBIM4	0.828968502	-0.935027127	0.5	0.417	1
CD52	0.83938582	-0.254260713	0.7	0.583	1
SERINC1	0.83938582	-0.417354796	0.7	0.583	1
DDX60	0.83938582	-1.355524799	0.7	0.583	1
TMEM41A	0.841990025	0.478737299	0.3	0.333	1
NUSAP1	0.841990025	0.424916501	0.3	0.333	1
TNKS	0.841990025	-0.326054044	0.3	0.333	1
IDH2	0.841990025	-0.512998528	0.4	0.25	1
NFKBIZ	0.841990025	-0.738850491	0.3	0.333	1
VPS39	0.841990025	-0.791721309	0.4	0.25	1
CAND1	0.841990025	-0.885515035	0.4	0.25	1
ERP29	0.841990025	-0.918900217	0.4	0.25	1
LRIG1	0.841990025	-0.954535837	0.3	0.333	1
HERC2	0.841990025	-1.106859652	0.4	0.25	1
VTA1	0.848344917	0.403308389	0.4	0.333	1
CXorf38	0.848344917	0.393083716	0.4	0.333	1
SERPINB9	0.848344917	-0.296514518	0.4	0.333	1
FAM103A1	0.848344917	-0.314914718	0.4	0.333	1
PPM1A	0.848344917	-0.315413543	0.4	0.333	1
RASA1	0.848344917	-0.424814241	0.4	0.333	1
SNRPN	0.848344917	-0.971925697	0.4	0.333	1
UBA7	0.848344917	-1.025620993	0.4	0.333	1
GON4L	0.853273602	0.61806151	0.4	0.417	1
LARP4	0.853273602	0.597691977	0.4	0.417	1
ARHGEF3	0.853273602	0.293734085	0.4	0.417	1
SERP1	0.853273602	-0.295977897	0.5	0.333	1
CNPY2	0.853273602	-0.480244024	0.5	0.333	1
AIM2	0.853273602	-0.495859635	0.4	0.417	1
AP3S1	0.853273602	-0.928381621	0.5	0.333	1
CDK17	0.860177112	0.304736795	0.5	0.5	1
ATP5J	0.860177112	-0.290472499	0.5	0.5	1
UQCRQ	0.862567959	-0.264624645	0.6	0.5	1
TMEM50A	0.862567959	-0.77407022	0.6	0.5	1
DUSP1	0.864435456	-0.330679227	0.6	0.583	1
CCDC142	0.864435456	-0.636458522	0.6	0.583	1
WIPI2	0.866566936	1.522724414	0.3	0.25	1
ECHDC1	0.866566936	0.58939266	0.3	0.25	1
ARHGAP25	0.866566936	0.465168074	0.3	0.25	1
INPP5B	0.866566936	0.367480164	0.3	0.25	1
U2.68	0.866566936	0.337951931	0.3	0.25	1
PSMA3	0.866566936	-0.270454163	0.3	0.25	1
TRERF1	0.866566936	-0.32999702	0.3	0.25	1
SMARCC2	0.866566936	-0.42289499	0.3	0.25	1
RWDD4A	0.866566936	-0.496908521	0.3	0.25	1
U2.42	0.866566936	-0.53446822	0.3	0.25	1
SQSTM1	0.866566936	-0.613253332	0.3	0.25	1
YAF2	0.866566936	-0.667320578	0.3	0.25	1
UPP1	0.883150159	0.650582855	0.2	0.167	1
TRPM7	0.883150159	0.646966323	0.2	0.167	1
TTC27	0.883150159	0.500846641	0.2	0.167	1
SLC25A36	0.883150159	0.491299069	0.2	0.167	1
RGS2	0.883150159	0.364201214	0.2	0.167	1
MPV17	0.883150159	0.307541354	0.2	0.167	1
CCDC48	0.883150159	-0.260174568	0.2	0.167	1
ZBED6	0.883150159	-0.280141415	0.2	0.167	1
DNAJB14	0.883150159	-0.280485749	0.2	0.167	1
UBE2J2	0.883150159	-0.324115657	0.2	0.167	1
GLO1	0.883150159	-0.331239069	0.2	0.167	1
SLC26A6	0.883150159	-0.389928261	0.2	0.167	1
CASC4	0.883150159	-0.409587198	0.2	0.167	1
POLK	0.883150159	-0.426856376	0.2	0.167	1
GABARAPL1	0.883150159	-0.445576101	0.2	0.167	1
TNFRSF14	0.883150159	-0.546432202	0.2	0.167	1
TBL1Y	0.883150159	-0.564994134	0.2	0.167	1
TAF12	0.883150159	-0.631281856	0.2	0.167	1
PDLIM7	0.883150159	-0.652984511	0.2	0.167	1
DUSP12	0.883150159	-0.70540854	0.2	0.167	1
HIGD1A	0.883150159	-1.001078161	0.2	0.167	1
SMAD5	0.883150159	-1.238305984	0.2	0.167	1
TMEM14B	0.885487472	-0.254455762	0.5	0.417	1
DYNLT1	0.885487472	-0.712561255	0.5	0.417	1
SRP72	0.885487472	-1.092359505	0.5	0.417	1
C4H6ORF62	0.889857161	0.67875334	0.5	0.583	1
HNRNPU	0.892517445	-0.341631423	0.7	0.583	1
ARHGAP5	0.892857082	0.545655632	0.2	0.25	1
APOA1BP	0.892857082	-0.490143979	0.2	0.25	1
TAPBPL	0.892857082	-0.583877822	0.2	0.25	1
ACOT9	0.892857082	-0.636614929	0.2	0.25	1
TCP11L2	0.904792739	-0.653397529	0.3	0.333	1
QRICH1	0.904792739	-0.915462849	0.3	0.333	1
TNPO3	0.904792739	-1.904093623	0.3	0.333	1
UFC1	0.9086525	-0.353104206	0.4	0.333	1
HBXIP	0.9086525	-0.530715249	0.4	0.333	1
NKAP	0.9086525	-0.622805779	0.4	0.333	1
ZNRD1	0.9086525	-0.668446377	0.4	0.333	1
JMY	0.9086525	-0.959074335	0.4	0.333	1
DOK2	0.9086525	-1.058489594	0.4	0.333	1
SMC1A	0.911643381	1.301919318	0.4	0.417	1
ZCRB1	0.911643381	0.320970002	0.4	0.417	1
DDX47	0.911643381	0.28633328	0.4	0.417	1
FAM214A	0.911643381	-0.669005201	0.5	0.333	1
RBBP7	0.915828928	-0.431999388	0.5	0.5	1
SLC38A1	0.915828928	-0.515975983	0.5	0.5	1
PRPF38B	0.917277503	-0.752396238	0.6	0.5	1
HERC6	0.918408649	-0.730828276	0.6	0.583	1
RSL24D1	0.919280901	-0.927277658	0.8	0.5	1
RPL7A.1	0.921123219	-0.403457181	0.9	0.833	1
CCDC12	0.933048173	0.459042265	0.3	0.25	1
PARP12	0.933048173	-0.301347141	0.3	0.25	1
C15orf61	0.933048173	-0.327328355	0.3	0.25	1
AAK1	0.933048173	-0.333220951	0.3	0.25	1
TCF12	0.933048173	-0.366544511	0.3	0.25	1
CLK3	0.933048173	-0.374986888	0.3	0.25	1
AP3B1	0.933048173	-0.477038045	0.3	0.25	1
DHRS7	0.933048173	-0.50749268	0.3	0.25	1
AGA	0.933048173	-0.517871554	0.3	0.25	1
PIP4K2C	0.933048173	-0.565105533	0.3	0.25	1
SUCO	0.933048173	-0.665393867	0.3	0.25	1
CPSF3L	0.933048173	-0.700780553	0.3	0.25	1
RSBN1	0.933048173	-0.703942629	0.3	0.25	1
BTG3	0.933048173	-0.75766018	0.3	0.25	1
PNO1	0.933048173	-0.998586762	0.3	0.25	1
SERPINB1	0.933048173	-1.137620821	0.3	0.25	1
C8ORF40	0.933048173	-1.252942888	0.3	0.25	1
PHF10	0.933048173	-1.909326402	0.3	0.25	1
TRMT10C	0.942595358	-0.610179627	0.5	0.417	1
CANX	0.942595358	-0.623452679	0.5	0.417	1
SAT1	0.942595358	-0.962787074	0.5	0.417	1
ABCD4	0.9609254	-0.272883242	0.2	0.167	1
M6PR	0.9609254	-0.301601251	0.2	0.167	1
APEX2	0.9609254	-0.369787206	0.2	0.167	1
DYRK1A	0.9609254	-0.372078808	0.2	0.167	1
C14ORF159	0.9609254	-0.380084286	0.2	0.167	1
PSEN1	0.9609254	-0.449339505	0.2	0.167	1
SCNM1	0.9609254	-0.618508087	0.2	0.167	1
EDC3	0.9609254	-0.633227507	0.2	0.167	1
PIGC	0.9609254	-0.657952824	0.2	0.167	1
ARL1	0.9609254	-0.659044704	0.2	0.167	1
TES	0.9609254	-0.825488824	0.2	0.167	1
NRIP1	0.9609254	-0.880225321	0.2	0.167	1
MLEC	0.9609254	-1.159534462	0.2	0.167	1
ZNF609	0.964189708	0.554692238	0.2	0.25	1
ATL2	0.964189708	0.407576786	0.2	0.25	1
TMX1	0.964189708	0.302080197	0.2	0.25	1
MAP3K2	0.968196984	0.436611141	0.3	0.333	1
DDOST	0.968196984	0.396548522	0.3	0.333	1
MEA1	0.968196984	0.345909397	0.3	0.333	1
TTC14	0.968196984	-0.612974158	0.3	0.333	1
ETFA	0.968196984	-0.908707473	0.3	0.333	1
CLECL1	0.969491447	-0.292712802	0.4	0.333	1
PCNT	0.969491447	-0.325801769	0.4	0.333	1
GTF3C6	0.969491447	-0.381490521	0.4	0.333	1
MARS	0.969491447	-0.415520201	0.4	0.333	1
FGFR1OP2	0.969491447	-0.429478787	0.4	0.333	1
TUBB2B.1	0.969491447	-0.574691035	0.4	0.333	1
KHDRBS1	0.969491447	-0.607980216	0.4	0.333	1
GZMA	0.969491447	-0.643142905	0.4	0.333	1
TUBB2B	0.969491447	-0.69741033	0.4	0.333	1
USP4	0.970494067	0.597627804	0.4	0.417	1
CCT8	0.970494067	0.569146627	0.4	0.417	1
SRP9	0.970494067	0.254441137	0.4	0.417	1
CCT5	0.970494067	-0.358187722	0.4	0.417	1
PHIP	0.970494067	-0.68809603	0.4	0.417	1
TTC37	0.970494067	-0.926822469	0.5	0.333	1
H2AFY	0.971279078	-0.346254856	0.4	0.5	1
LTB	0.971896546	-0.801592264	0.6	0.417	1
ABRACL	0.972381766	-0.331475187	0.6	0.5	1
SUMO4	0.972381766	-0.363201032	0.6	0.5	1
RBM8A	0.972381766	-0.670044699	0.6	0.5	1
DENND6A	0.972381766	-0.915686946	0.6	0.5	1
CUTA	0.972760602	-0.38306956	0.7	0.5	1
CD48	0.972760602	-0.3980146	0.7	0.5	1
C7orf50	0.972760602	-0.522023993	0.7	0.5	1
NEDD8	0.972760602	-0.534162124	0.7	0.5	1
CD69	0.973052697	0.337297879	0.6	0.667	1
ERBB2IP	0.973435582	-0.432462068	0.8	0.667	1
CDK13	1	1.2352033	0.4	0.333	1
PPIL4	1	0.287881848	0.4	0.417	1
PIGB	1	-0.253156084	0.2	0.167	1
SLC30A9	1	-0.263191262	0.2	0.167	1
RUNX2	1	-0.268820425	0.2	0.167	1
MTMR12	1	-0.272174543	0.3	0.25	1
PNPT1	1	-0.290330556	0.2	0.167	1
NCK2	1	-0.295109998	0.3	0.25	1
PRDX6	1	-0.295338909	0.6	0.5	1
RAB5A.1	1	-0.317702745	0.2	0.167	1
X5.Mar	1	-0.330341174	0.2	0.167	1
CBX5	1	-0.331658067	0.4	0.333	1
CNOT10	1	-0.338877977	0.3	0.25	1
ZNF593	1	-0.343095119	0.2	0.167	1
DLST	1	-0.352791435	0.2	0.167	1
ANP32E	1	-0.364044444	0.5	0.417	1
MOGS	1	-0.366378899	0.2	0.167	1
EBNA1BP2	1	-0.412230654	0.3	0.25	1
FAH	1	-0.41263002	0.3	0.25	1
ZNF655	1	-0.419579587	0.2	0.167	1
CTSS	1	-0.453020941	0.3	0.25	1
VRK2	1	-0.454457346	0.2	0.167	1
RELL1	1	-0.457043068	0.2	0.167	1
FKBP5	1	-0.45788846	0.4	0.333	1
FAM105A	1	-0.487377235	0.3	0.25	1
UGP2	1	-0.499993126	0.2	0.167	1
FLJ44606	1	-0.511792703	0.2	0.167	1
SETDB1	1	-0.51737828	0.2	0.167	1
C1ORF27	1	-0.555842125	0.2	0.167	1
DPP8	1	-0.565452066	0.2	0.167	1
CDC123	1	-0.569388702	0.3	0.25	1
RBM10	1	-0.570757058	0.5	0.417	1
TAF6	1	-0.597258297	0.2	0.167	1
SH3BGRL	1	-0.629452653	0.4	0.333	1
MYD88	1	-0.636765943	0.3	0.25	1
SLC39A8	1	-0.639771838	0.2	0.167	1
C1orf85	1	-0.666044094	0.3	0.25	1
RAB5A	1	-0.689466917	0.2	0.167	1
CA6	1	-0.693909514	0.3	0.25	1
ILF2	1	-0.702643278	0.5	0.417	1
MRPS22	1	-0.704222191	0.2	0.167	1
C5orf42	1	-0.721008406	0.2	0.167	1
PAK2	1	-0.731302223	0.7	0.5	1
DERL1	1	-0.731847223	0.3	0.25	1
CXCR3	1	-0.737294793	0.3	0.25	1
MRPS9	1	-0.753538461	0.2	0.167	1
DDX41	1	-0.759090166	0.2	0.167	1
NCK1	1	-0.77499054	0.3	0.25	1
ARAF	1	-0.786127783	0.3	0.25	1
PRPF39	1	-0.797293141	0.2	0.167	1
ZCCHC10	1	-0.798662356	0.4	0.417	1
ZNF638	1	-0.809317688	0.5	0.333	1
CCDC104	1	-0.822981547	0.2	0.167	1
TRIB2	1	-0.832690572	0.2	0.167	1
SLC30A7	1	-0.846018376	0.3	0.25	1
JUN	1	-0.848510162	0.6	0.5	1
ANKRA2	1	-0.851364346	0.2	0.167	1
ALG3	1	-0.885857975	0.2	0.167	1
TSPAN3	1	-0.915272994	0.2	0.167	1
DARS	1	-0.92434187	0.3	0.333	1
MTF2	1	-0.928701567	0.3	0.25	1
RSAD2	1	-0.943565544	0.2	0.167	1
GIMAP2	1	-0.951945586	0.2	0.167	1
HSPA13	1	-0.986578031	0.2	0.167	1
ARL4A	1	-1.089565448	0.3	0.25	1
SERPINA1	1	-1.108267812	0.2	0.167	1
ACP6	1	-1.10845143	0.2	0.167	1
ANKLE2	1	-1.125176189	0.2	0.167	1
NELFA	1	-1.219275916	0.3	0.25	1
PGRMC2	1	-1.514389354	0.3	0.25	1
PARP9	1	-1.553871721	0.2	0.167	1
GZMK	1	-2.140284336	0.2	0.167	1
CGA	1	-2.28427256	0.2	0.167	1
HSPA9	1	-4.375617688	0.7	0.5	1
